0	1	0	1	2.764787514439401
1	0	0	1	-2.764787514439401
0	1	1	0	-2.764787514439401
1	0	1	0	2.764787514439401
0	1	0	2	1.8431916762929341
1	0	0	2	-1.8431916762929341
0	1	2	0	-1.8431916762929341
1	0	2	0	1.8431916762929341
0	1	0	3	1.1287197762657186
1	0	0	3	-1.1287197762657186
0	1	3	0	-1.1287197762657186
1	0	3	0	1.1287197762657186
0	1	0	4	0.6033260983517794
1	0	0	4	-0.6033260983517794
0	1	4	0	-0.6033260983517794
1	0	4	0	0.6033260983517794
0	1	0	5	0.24630684824434643
1	0	0	5	-0.24630684824434643
0	1	5	0	-0.24630684824434643
1	0	5	0	0.24630684824434643
0	1	0	6	2.360597942273744
1	0	0	6	-2.360597942273744
0	1	6	0	-2.360597942273744
1	0	6	0	2.360597942273744
0	1	0	7	1.1725246831221814
1	0	0	7	-1.1725246831221814
0	1	7	0	-1.1725246831221814
1	0	7	0	1.1725246831221814
0	1	1	2	2.5238941472785
1	0	1	2	-2.5238941472785
0	1	2	1	-2.5238941472785
1	0	2	1	2.5238941472785
0	1	1	3	1.9078846426143825
1	0	1	3	-1.9078846426143825
0	1	3	1	-1.9078846426143825
1	0	3	1	1.9078846426143825
0	1	1	4	1.2315342412217323
1	0	1	4	-1.2315342412217323
0	1	4	1	-1.2315342412217323
1	0	4	1	1.2315342412217323
0	1	1	5	14.479826360442704
1	0	1	5	-14.479826360442704
0	1	5	1	-14.479826360442704
1	0	5	1	14.479826360442704
0	1	1	6	2.5105593503917403
1	0	1	6	-2.5105593503917403
0	1	6	1	-2.5105593503917403
1	0	6	1	2.5105593503917403
0	1	1	7	1.4902133287469443
1	0	1	7	-1.4902133287469443
0	1	7	1	-1.4902133287469443
1	0	7	1	1.4902133287469443
0	1	2	3	4.926136964886929
1	0	2	3	-4.926136964886929
0	1	3	2	-4.926136964886929
1	0	3	2	4.926136964886929
0	1	2	4	11.447307855686295
1	0	2	4	-11.447307855686295
0	1	4	2	-11.447307855686295
1	0	4	2	11.447307855686295
0	1	2	5	6.772318657594311
1	0	2	5	-6.772318657594311
0	1	5	2	-6.772318657594311
1	0	5	2	6.772318657594311
0	1	2	6	4.2399163868818475
1	0	2	6	-4.2399163868818475
0	1	6	2	-4.2399163868818475
1	0	6	2	4.2399163868818475
0	1	2	7	3.1217824406063084
1	0	2	7	-3.1217824406063084
0	1	7	2	-3.1217824406063084
1	0	7	2	3.1217824406063084
0	1	3	4	5.047788294557
1	0	3	4	-5.047788294557
0	1	4	3	-5.047788294557
1	0	4	3	5.047788294557
0	1	3	5	3.6863833525858682
1	0	3	5	-3.6863833525858682
0	1	5	3	-3.6863833525858682
1	0	5	3	3.6863833525858682
0	1	3	6	12.172153847860018
1	0	3	6	-12.172153847860018
0	1	6	3	-12.172153847860018
1	0	6	3	12.172153847860018
0	1	3	7	3.8835042589699422
1	0	3	7	-3.8835042589699422
0	1	7	3	-3.8835042589699422
1	0	7	3	3.8835042589699422
0	1	4	5	2.764787514439401
1	0	4	5	-2.764787514439401
0	1	5	4	-2.764787514439401
